iter	PRAUC	Logloss
899	1	0.001094169939
900	1	0.001094169939
901	1	0.001094169939
902	1	0.001094169939
903	1	0.001094169939
904	1	0.001094169939
905	1	0.001094169939
906	1	0.001094169939
907	1	0.001094169939
908	1	0.001094169939
909	1	0.001094169939
910	1	0.001094169939
911	1	0.001094169939
912	1	0.001094169939
913	1	0.001094169939
914	1	0.001094169939
915	1	0.001094169939
916	1	0.001094169939
917	1	0.001094169939
918	1	0.001094169939
919	1	0.001094169939
920	1	0.001094169939
921	1	0.001094169939
922	1	0.001094169939
923	1	0.001094169939
924	1	0.001094169939
925	1	0.001094169939
926	1	0.001094169939
927	1	0.001094169939
928	1	0.001094169939
929	1	0.001094169939
930	1	0.001094169939
931	1	0.001094169939
932	1	0.001094169939
933	1	0.001094169939
934	1	0.001094169939
935	1	0.001094169939
936	1	0.001094169939
937	1	0.001094169939
938	1	0.001094169939
939	1	0.001094169939
940	1	0.001094169939
941	1	0.001094169939
942	1	0.001094169939
943	1	0.001094169939
944	1	0.001094169939
945	1	0.001094169939
946	1	0.001094169939
947	1	0.001094169939
948	1	0.001094169939
949	1	0.001094169939
950	1	0.001094169939
951	1	0.001094169939
952	1	0.001094169939
953	1	0.001094169939
954	1	0.001094169939
955	1	0.001094169939
956	1	0.001094169939
957	1	0.001094169939
958	1	0.001094169939
959	1	0.001094169939
960	1	0.001094169939
961	1	0.001094169939
962	1	0.001094169939
963	1	0.001094169939
964	1	0.001094169939
965	1	0.001094169939
966	1	0.001094169939
967	1	0.001094169939
968	1	0.001094169939
969	1	0.001094169939
970	1	0.001094169939
971	1	0.001094169939
972	1	0.001094169939
973	1	0.001094169939
974	1	0.001094169939
975	1	0.001094169939
976	1	0.001094169939
977	1	0.001094169939
978	1	0.001094169939
979	1	0.001094169939
980	1	0.001094169939
981	1	0.001094169939
982	1	0.001094169939
983	1	0.001094169939
984	1	0.001094169939
985	1	0.001094169939
986	1	0.001094169939
987	1	0.001094169939
988	1	0.001094169939
989	1	0.001094169939
990	1	0.001094169939
991	1	0.001094169939
992	1	0.001094169939
993	1	0.001094169939
994	1	0.001094169939
995	1	0.001094169939
996	1	0.001094169939
997	1	0.001094169939
998	1	0.001094169939
999	1	0.001094169939
